FastCbench started.
Measure Mode: wall_time
Thread ID: 9861500
Fiber ID: 12739220
Total: 135.353378
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.006     0.005     0.000     0.001      124   Gem::Requirement#satisfied_by?
  0.00      0.022     0.005     0.000     0.017     4832   BinData::DSLMixin::DSLParser#option?
  0.00      0.009     0.005     0.000     0.004     2971  *Kernel#initialize_dup
  0.00      0.004     0.004     0.000     0.000     5677   Kernel#hash
  0.00      0.004     0.004     0.000     0.000     6366   Array#include?
  0.00      0.018     0.004     0.000     0.014     3172  *BinData::AcceptedParametersPlugin#accepted_parameters
  0.00      0.010     0.004     0.000     0.006     2527  *BinData::DSLMixin#dsl_parser
  0.00      0.004     0.004     0.000     0.000     4539   BasicObject#!
  0.00      0.004     0.004     0.000     0.000     1426   String#downcase
  0.00      0.004     0.004     0.000     0.000      666   <Class::File>#directory?
  0.00      0.009     0.004     0.000     0.006     1311   BinData::AcceptedParametersPlugin#mandatory_parameters
  0.00      0.171     0.004     0.000     0.168     1098  *BinData::SanitizedPrototype#initialize
  0.00      0.024     0.003     0.000     0.020     4166   BinData::SanitizedField#name_as_sym
  0.00      0.016     0.003     0.000     0.013     2818  *BinData::DSLMixin::DSLParser#fields
  0.00      0.004     0.003     0.000     0.000     9162   Hash#[]
  0.00      0.003     0.003     0.000     0.000     5666   Kernel#is_a?
  0.00      0.003     0.003     0.000     0.000     1590   Array#first
  0.00      0.006     0.003     0.000     0.003     1498  *<Class::BinData::Base>#arg_processor
  0.00      0.003     0.003     0.000     0.000     3166   Module#method_added
  0.00      0.037     0.003     0.000     0.034      936   Enumerable#detect
  0.00      0.088     0.003     0.000     0.085     1299  *BinData::SanitizedParameters#sanitize!
  0.00      0.003     0.003     0.000     0.000      356   Kernel#define_singleton_method
  0.00    135.154     0.003     0.000   135.151        1   Kernel#load
  0.00      0.003     0.003     0.000     0.000     3304   Gem::Dependency#type
  0.00      0.363     0.003     0.000     0.360     1523  *BinData::DSLMixin#method_missing
  0.00      0.095     0.003     0.000     0.092     1088   BinData::DSLMixin::DSLFieldValidator#ensure_valid_name
  0.00      0.022     0.003     0.000     0.019     4280   BinData::DSLMixin::DSLFieldValidator#option?
  0.00      0.013     0.003     0.000     0.010      535   Enumerable#sort_by
  0.00      0.022     0.003     0.000     0.019     1343   Hash#each_pair
  0.00      0.005     0.003     0.000     0.002      151  *Module#class_eval
  0.00      0.344     0.003     0.000     0.341     1088  *BinData::DSLMixin::DSLParser#parse_and_append_field
  0.00      0.123     0.003     0.000     0.120     1088   BinData::DSLMixin::DSLFieldValidator#validate_field
  0.00      0.003     0.002     0.000     0.000     2045   Array#sort
  0.00      0.004     0.002     0.000     0.002     1483   BinData::AcceptedParametersPlugin::AcceptedParameters#mandatory
  0.00      0.002     0.002     0.000     0.000     3379   String#hash
  0.00      0.019     0.002     0.000     0.016     1337  *Module#const_get
  0.00      0.002     0.002     0.000     0.000     1755   String#initialize_copy
  0.00      0.002     0.002     0.000     0.000     1473   BinData::AcceptedParametersPlugin::AcceptedParameters#default
  0.00      0.014     0.002     0.000     0.012     1299   BinData::SanitizedParameters#ensure_mandatory_parameters_exist
  0.00      0.010     0.002     0.000     0.008     1643   Gem::Version#version
  0.00      0.020     0.002     0.000     0.017     1301   BinData::AcceptedParametersPlugin#default_parameters
  0.00      0.003     0.002     0.000     0.001     1088   BinData::DSLMixin::DSLFieldParser#name_from_field_declaration
  0.00      0.003     0.002     0.000     0.000     4052   Kernel#respond_to?
  0.00      0.179     0.002     0.000     0.177      408   <Class::Pio::OpenFlow::Message>#method_missing
  0.00      0.002     0.002     0.000     0.000     9124   Symbol#==
  0.00      0.002     0.002     0.000     0.000     2159   Class#superclass
  0.00      0.008     0.002     0.000     0.006     1299   BinData::SanitizedParameters#ensure_mutual_exclusion_of_parameters
  0.00      0.022     0.002     0.000     0.020     1123   Gem::Dependency#hash
  0.00      0.348     0.002     0.000     0.346     1088  *BinData::DSLMixin::DSLParser#method_missing
  0.00      0.002     0.002     0.000     0.000     1469   String#to_s
  0.00      0.002     0.002     0.000     0.000     1053   Array#join
  0.00      0.182     0.002     0.000     0.180     1088   BinData::SanitizedFields#add_field
  0.00      0.024     0.002     0.000     0.022     1299   BinData::SanitizedParameters#merge_default_parameters!
  0.00      0.054     0.002     0.000     0.052     1098   BinData::Registry#normalize_name
  0.00      0.003     0.002     0.000     0.001     2079   Hash#include?
  0.00      0.002     0.002     0.000     0.000     6127   Module#===
  0.00      0.176     0.002     0.000     0.174     1088   BinData::SanitizedField#initialize
  0.00      0.007     0.002     0.000     0.006     3002  *Array#hash
  0.00      0.043     0.002     0.000     0.042     1088  *BinData::DSLMixin::DSLFieldParser#params_from_field_declaration
  0.00      0.015     0.002     0.000     0.013      200   BinData::SanitizedParameters#create_sanitized_params
  0.00      0.012     0.002     0.000     0.011      317   BinData::DSLMixin::DSLParser#dsl_params
  0.00      0.007     0.002     0.000     0.005      960  *BinData::DSLMixin::DSLParser#parent_attribute
  0.00      0.005     0.002     0.000     0.004      120   Array#uniq
  0.00      0.003     0.002     0.000     0.001      494   Array#collect
  0.00      0.002     0.002     0.000     0.000     1088   BinData::DSLMixin::DSLFieldParser#params_from_args
  0.00      0.037     0.002     0.000     0.036        4   Bundler::SpecSet#for
  0.00      0.001     0.001     0.000     0.000     1297   Kernel#class
  0.00      0.001     0.001     0.000     0.000     2902   Hash#has_key?
  0.00      0.014     0.001     0.000     0.012     1088   BinData::DSLMixin::DSLFieldValidator#all_or_none_names_failed?
  0.00      0.005     0.001     0.000     0.004     1299   BinData::SanitizedParameters#ensure_no_nil_values
  0.00      0.001     0.001     0.000     0.000      570   Array#concat
  0.00      0.020     0.001     0.000     0.019     1440   BinData::Registry#is_registered?
  0.00      0.001     0.001     0.000     0.000      497   Array#flatten
  0.00      0.001     0.001     0.000     0.000     1038   Module#method_defined?
  0.00      0.023     0.001     0.000     0.022      798   Gem::Requirement#to_s
  0.00      0.184     0.001     0.000     0.183     1088   BinData::DSLMixin::DSLParser#append_field
  0.00      0.002     0.001     0.000     0.001      342   BinData::Registry#name_with_endian
  0.00      0.001     0.001     0.000     0.000        1   #<Module:0x00000001823880>#config
  0.00      0.056     0.001     0.000     0.055     1098   BinData::Registry#lookup
  0.00      0.009     0.001     0.000     0.008      551   BinData::AcceptedParametersPlugin::AcceptedParameters#mutually_exclusive
  0.00      0.016     0.001     0.000     0.015     1178   BinData::DSLMixin::DSLFieldValidator#fields
  0.00      0.001     0.001     0.000     0.000     1530   Gem::Version#hash
  0.00      0.001     0.001     0.000     0.000     6642   String#<=>
  0.00      0.012     0.001     0.000     0.010      265   BinData::Registry#register
  0.00      0.001     0.001     0.000     0.000      545   String#split
  0.00      0.001     0.001     0.000     0.000      786   Array#initialize_copy
  0.00      0.001     0.001     0.000     0.000      840   Symbol#to_proc
  0.00      0.001     0.001     0.000     0.000     2183   NilClass#nil?
  0.00      0.009     0.001     0.000     0.008      293   BinData::DSLMixin::DSLParser#to_struct_params
  0.00      0.002     0.001     0.000     0.001      896   BinData::SanitizedParameters#needs_sanitizing?
  0.00      0.001     0.001     0.000     0.000     1542   Kernel#block_given?
  0.00      0.001     0.001     0.000     0.000      786   Proc#yield
  0.00      0.007     0.001     0.000     0.006     1088   BinData::DSLMixin::DSLFieldValidator#must_not_have_a_name_failed?
  0.00      0.054     0.001     0.000     0.053      928   BinData::DSLMixin::DSLFieldValidator#duplicate_name?
  0.00      0.002     0.001     0.000     0.001      368   <Class::Gem::Requirement>#parse
  0.00      0.001     0.001     0.000     0.000      412   Hash#fetch
  0.00      0.008     0.001     0.000     0.007     1123   Gem::Requirement#hash
  0.00      0.004     0.001     0.000     0.003      238   BinData::DSLMixin::DSLParser#initialize
  0.00      0.001     0.001     0.000     0.000      335   Array#pop
  0.00      0.081     0.001     0.000     0.080      222   <Class::Pio::OpenFlow::Action>#method_missing
  0.00      0.004     0.001     0.000     0.003      928   BinData::DSLMixin::DSLFieldValidator#name_is_reserved?
  0.00      0.019     0.001     0.000     0.018       86   Bundler::Index#search_by_dependency
  0.00      0.001     0.001     0.000     0.000      688   BasicObject#singleton_method_added
  0.00      0.001     0.001     0.000     0.000     2874   Array#empty?
  0.00      0.005     0.001     0.000     0.004      360   Gem::Requirement#initialize
  0.00      0.013     0.001     0.000     0.012      173   BinData::AcceptedParametersPlugin::AcceptedParameters#initialize
  0.00      0.002     0.001     0.000     0.001      248   URI::Generic#to_s
  0.00      0.001     0.001     0.000     0.000     1184   BinData::SanitizedField#name
  0.00      0.001     0.001     0.000     0.000      617   Array#last
  0.00      0.001     0.001     0.000     0.000     1300   Hash#length
  0.00      0.001     0.001     0.000     0.000        1   <Class::IO>#read
  0.00      0.005     0.001     0.000     0.004      231   Gem::Dependency#initialize
  0.00      0.002     0.001     0.000     0.001      217   BinData::DSLMixin::DSLParser#set_endian
  0.00      0.002     0.001     0.000     0.001     2309   Bundler::LazySpecification#satisfies?
  0.00      0.004     0.001     0.000     0.003      780   Bundler::SpecSet#lookup
  0.00      0.001     0.001     0.000     0.000      316   Class#inherited
  0.00      0.001     0.001     0.000     0.000      567   String#=~
  0.00      0.003     0.001     0.000     0.002       69   Array#reverse_each
  0.00      0.003     0.001     0.000     0.002      237   BinData::DSLMixin::DSLBigAndLittleEndianHandler#obj_attribute
  0.00      0.002     0.001     0.000     0.001      928   BinData::DSLMixin::DSLFieldValidator#name_shadows_method?
  0.00      0.001     0.001     0.000     0.000     1560   Array#<<
  0.00      0.001     0.001     0.000     0.000     2461   Hash#has_parameter?
  0.00      0.005     0.001     0.000     0.004      293   BinData::StructArgProcessor#sanitize_parameters!
  0.00      0.005     0.001     0.000     0.004     1088   BinData::DSLMixin::DSLFieldValidator#must_have_a_name_failed?
  0.00      0.002     0.001     0.000     0.002      293   BinData::StructArgProcessor#sanitize_endian
  0.00      0.001     0.001     0.000     0.000      299   Array#compact
  0.00      0.003     0.001     0.000     0.003      379   BinData::AcceptedParametersPlugin#mutually_exclusive_parameters
  0.00      0.007     0.001     0.000     0.006      191   Bundler::LockfileParser#parse_spec
  0.00      0.040     0.001     0.000     0.039       14   BasicObject#instance_eval
  0.00      0.038     0.001     0.000     0.037      928   BinData::SanitizedFields#has_field_name?
  0.00      0.017     0.001     0.000     0.017      361   BinData::Registry#register_dynamic_class
  0.00      0.199     0.001     0.000     0.198       10  *Kernel#gem_original_require
  0.00      0.001     0.001     0.000     0.000      259   Hash#initialize_copy
  0.00      0.004     0.001     0.000     0.003      266   <Class::BinData::Base>#register_subclasses
  0.00      0.006     0.001     0.000     0.005      259  *BinData::DSLMixin::DSLParser#hide
  0.00      0.001     0.001     0.000     0.000       18   Regexp#match
  0.00      0.002     0.001     0.000     0.001     1320   BasicObject#!=
  0.00      0.036     0.001     0.000     0.035      113   <Class::BinData::Record>#inherited
  0.00      0.004     0.001     0.000     0.003      928   Kernel#!~
  0.00      0.001     0.001     0.000     0.000     1891   Kernel#respond_to_missing?
  0.00      0.012     0.001     0.000     0.011      135   Array#select
  0.00      0.011     0.000     0.000     0.010      128   Gem::Dependency#to_lock
  0.00      0.004     0.000     0.000     0.004      237   BinData::DSLMixin::DSLBigAndLittleEndianHandler#subclass_of_big_and_little_endian?
  0.00      0.022     0.000     0.000     0.021      200   BinData::PrimitiveArgProcessor#sanitize_parameters!
  0.00      0.000     0.000     0.000     0.000     2304   Fixnum#^
  0.00      0.001     0.000     0.000     0.000      513   Fixnum#==
  0.00      0.001     0.000     0.000     0.000      265   BinData::Registry#warn_if_name_is_already_registered
  0.00      0.005     0.000     0.000     0.005      612   Bundler::DepProxy#hash
  0.00      0.000     0.000     0.000     0.000       75   NilClass#to_s
  0.00      0.044     0.000     0.000     0.043      368  *Array#map!
  0.00      0.003     0.000     0.000     0.002      260   Enumerable#inject
  0.00      0.000     0.000     0.000     0.000      264   <Class::Gem::Version>#new
  0.00      0.000     0.000     0.000     0.000      189   <Class::File>#basename
  0.00      0.000     0.000     0.000     0.000      237   BinData::SanitizedFields#initialize
  0.00      0.009     0.000     0.000     0.009       87   BinData::RecordArgProcessor#sanitize_parameters!
  0.00      0.000     0.000     0.000     0.000      238   BinData::DSLMixin::DSLFieldValidator#initialize
  0.00      0.005     0.000     0.000     0.005      401   Enumerable#all?
  0.00      0.008     0.000     0.000     0.007      204   Bundler::LockfileParser#parse_source
  0.00      0.000     0.000     0.000     0.000      178   String#rindex
  0.00      0.014     0.000     0.000     0.014      329  *<Module::TSort>#each_strongly_connected_component_from
  0.00      0.000     0.000     0.000     0.000      105   Exception#initialize
  0.00      0.003     0.000     0.000     0.003      214   ActiveSupport::Inflector#constantize
  0.00      0.001     0.000     0.000     0.001      434   Bundler::RemoteSpecification#method_missing
  0.00      0.001     0.000     0.000     0.000      581   URI::Generic#userinfo
  0.00      0.000     0.000     0.000     0.000     1754   Module#==
  0.00      0.000     0.000     0.000     0.000      169   URI::Generic#set_userinfo
  0.00      0.000     0.000     0.000     0.000       12   Kernel#caller
  0.00      0.005     0.000     0.000     0.004       87   Forwardable#def_instance_delegator
  0.00      0.004     0.000     0.000     0.003      231   <Class::Gem::Requirement>#create
  0.00      0.000     0.000     0.000     0.000     1364   Fixnum#<
  0.00      0.004     0.000     0.000     0.004       75   Module#parents
  0.00      0.002     0.000     0.000     0.002      364   Bundler::RemoteSpecification#full_name
  0.00      0.020     0.000     0.000     0.019      335   Gem::Requirement#==
  0.00      0.000     0.000     0.000     0.000      114   Module#append_features
  0.00      0.000     0.000     0.000     0.000      314   Hash#values
  0.00      0.000     0.000     0.000     0.000      183   <Module::Bundler>#rubygems
  0.00      0.000     0.000     0.000     0.000       59   Module#attr_accessor
  0.00      0.000     0.000     0.000     0.000      206   BinData::SanitizedParameters#create_sanitized_endian
  0.00      0.002     0.000     0.000     0.002      163   Struct#hash
  0.00      0.016     0.000     0.000     0.015      207   Gem::Dependency#==
  0.00      0.000     0.000     0.000     0.000     1101   BasicObject#==
  0.00      0.000     0.000     0.000     0.000      256   Fixnum#to_s
  0.00      0.001     0.000     0.000     0.001      181   BinData::AcceptedParametersPlugin::AcceptedParameters#optional
  0.00      0.001     0.000     0.000     0.000      260   URI::Generic#default_port
  0.00      0.001     0.000     0.000     0.001      293   BinData::StructArgProcessor#sanitize_fields
  0.00      0.000     0.000     0.000     0.000      711   BinData::BaseArgProcessor#sanitize_parameters!
  0.00      0.001     0.000     0.000     0.001       75   ActiveSupport::DescendantsTracker#inherited
  0.00      0.000     0.000     0.000     0.000      215   String#initialize
  0.00      0.000     0.000     0.000     0.000      238   BinData::DSLMixin::DSLBigAndLittleEndianHandler#initialize
  0.00      0.001     0.000     0.000     0.001      140   Pathname#chop_basename
  0.00      0.000     0.000     0.000     0.000       80   Module#attr_reader
  0.00      0.000     0.000     0.000     0.000      858   Kernel#kind_of?
  0.00      0.002     0.000     0.000     0.002       78   BinData::StringArgProcessor#sanitize_parameters!
  0.00      0.000     0.000     0.000     0.000      317   Regexp#===
  0.00      0.000     0.000     0.000     0.000      226   Array#delete
  0.00      0.005     0.000     0.000     0.004      128   Gem::Dependency#to_s
  0.00      0.004     0.000     0.000     0.004       25   Array#delete_if
  0.00      0.001     0.000     0.000     0.000      217   BinData::DSLMixin::DSLParser#valid_endian?
  0.00      0.001     0.000     0.000     0.000      336   Array#any?
  0.00      0.001     0.000     0.000     0.000      168   Set#add
  0.00      0.000     0.000     0.000     0.000      460   Bundler::DepProxy#name
  0.00      0.000     0.000     0.000     0.000      300   Module#class_variable_get
  0.00      0.001     0.000     0.000     0.001      220   BinData::SanitizedFields#copy_fields
  0.00      0.000     0.000     0.000     0.000      254   Gem::Version#prerelease?
  0.00      0.003     0.000     0.000     0.002       44   <Class::BinData::Primitive>#inherited
  0.00      0.000     0.000     0.000     0.000      434   Bundler::StubSpecification#_remote_specification
  0.00      0.000     0.000     0.000     0.000       50   <Class::File>#expand_path
  0.00      0.000     0.000     0.000     0.000      472   <Class::File>#file?
  0.00      0.001     0.000     0.000     0.001      293   BinData::StructArgProcessor#sanitize_hide
  0.00      0.001     0.000     0.000     0.001       89   Array#reject
  0.00      0.004     0.000     0.000     0.004      237   BinData::DSLMixin::DSLBigAndLittleEndianHandler#ancestor_fields
  0.00      0.000     0.000     0.000     0.000        8   Module#remove_method
  0.00      0.000     0.000     0.000     0.000      119   Hash#keys
  0.00      0.018     0.000     0.000     0.018       82   Bundler::LazySpecification#to_lock
  0.00      0.000     0.000     0.000     0.000      197   <Module::Gem>#platforms
  0.00    134.169     0.000     0.000   134.168      142  *Proc#call
  0.00      0.000     0.000     0.000     0.000      403   Array#uniq!
  0.00      0.023     0.000     0.000     0.023      102  *Bundler::Index#search
  0.00      0.000     0.000     0.000     0.000      151   Module#private
  0.00      0.001     0.000     0.000     0.000       46   Gem::Version#<=>
  0.00      0.001     0.000     0.000     0.001       19   Bundler::Dsl#normalize_options
  0.00      0.000     0.000     0.000     0.000      260   <Class::URI::Generic>#default_port
  0.00      0.003     0.000     0.000     0.003      149   <Class::Gem::Requirement>#default
  0.00      0.000     0.000     0.000     0.000       30   Array#-
  0.00      0.000     0.000     0.000     0.000     1329   String#===
  0.00      0.000     0.000     0.000     0.000      226   Bundler::MatchPlatform#match_platform
  0.00      0.000     0.000     0.000     0.000      388   Bundler::DepProxy#initialize
  0.00      0.001     0.000     0.000     0.000       74   NameError#initialize
  0.00      0.001     0.000     0.000     0.001       75   <Module::ActiveSupport::DescendantsTracker>#store_inherited
  0.00      0.003     0.000     0.000     0.003      163   Bundler::Source::Rubygems#suppress_configured_credentials
  0.00      0.000     0.000     0.000     0.000      310   Array#+
  0.00      0.033     0.000     0.000     0.033       67   Class#initialize
  0.00      0.001     0.000     0.000     0.000       78   BinData::StringArgProcessor#sanitized_pad_byte
  0.00      0.002     0.000     0.000     0.002      109   Set#initialize
  0.00      0.001     0.000     0.000     0.001      114   Module#include
  0.00      0.000     0.000     0.000     0.000      109   Exception#backtrace
  0.00      0.002     0.000     0.000     0.001      109   Set#merge
  0.00      0.001     0.000     0.000     0.001      112   GLI::DSL#verify_unused_in_option
  0.00      0.000     0.000     0.000     0.000      418   String#+
  0.00      0.001     0.000     0.000     0.000      150   Module#parent_name
  0.00      0.000     0.000     0.000     0.000      162   Method#to_proc
  0.00      0.001     0.000     0.000     0.001      190   Bundler::Index#<<
  0.00      0.004     0.000     0.000     0.004      398   Bundler::Source::Rubygems#eql?
  0.00      0.001     0.000     0.000     0.001        3   String#scan
  0.00      0.000     0.000     0.000     0.000       65   Hash#merge
  0.00      0.001     0.000     0.000     0.001       20   Pathname#plus
  0.00      0.000     0.000     0.000     0.000      737   String#==
  0.00      0.000     0.000     0.000     0.000      143   Hash#initialize
  0.00      0.001     0.000     0.000     0.001       81   Hash#==
  0.00      0.001     0.000     0.000     0.000       55   Array#extract_options!
  0.00      0.004     0.000     0.000     0.004      173  *Kernel#tap
  0.00      0.000     0.000     0.000     0.000      289   Module#const_defined?
  0.00      0.000     0.000     0.000     0.000       62   Symbol#=~
  0.00      0.000     0.000     0.000     0.000      217   BinData::DSLMixin::DSLParser#has_fields?
  0.00      0.000     0.000     0.000     0.000       86   String#freeze
  0.00      0.000     0.000     0.000     0.000      229   Kernel#initialize_copy
  0.00      0.000     0.000     0.000     0.000      205   Kernel#method
  0.00      0.000     0.000     0.000     0.000      360   Array#compact!
  0.00      0.000     0.000     0.000     0.000      217   BinData::SanitizedParameters#endian
  0.00      0.019     0.000     0.000     0.019      102   Bundler::Index#local_search
  0.00      0.006     0.000     0.000     0.006       87   Gem::Dependency#matches_spec?
  0.00      0.000     0.000     0.000     0.000       75   <Class::GLI::CommandLineOption>#name_as_string
  0.00      0.000     0.000     0.000     0.000       60   Module#alias_method
  0.00      0.000     0.000     0.000     0.000       84   Bundler::SourceList#source_list_for
  0.00      0.001     0.000     0.000     0.001       82   Bundler::LazySpecification#full_name
  0.00      0.000     0.000     0.000     0.000      107   Exception#exception
  0.00      0.000     0.000     0.000     0.000      434   Gem::Specification#to_spec
  0.00      0.000     0.000     0.000     0.000      329   Array#slice!
  0.00      0.000     0.000     0.000     0.000       38   Module#extend_object
  0.00      0.000     0.000     0.000     0.000       65   Pathname#initialize
  0.00      0.000     0.000     0.000     0.000      114   Module#const_set
  0.00      0.000     0.000     0.000     0.000        6   ActiveSupport::Inflector::Inflections#irregular
  0.00      0.000     0.000     0.000     0.000       38   Kernel#extend
  0.00      0.000     0.000     0.000     0.000       92   BinData::BasePrimitive#method_missing
  0.00      0.004     0.000     0.000     0.004      162   Bundler::Source::Rubygems#credless_remotes
  0.00      0.009     0.000     0.000     0.009       17   <Module::BinData::BitField>#define_methods
  0.00      0.005     0.000     0.000     0.005       12   GLI::DSL#command
  0.00      0.001     0.000     0.000     0.001       38   Bundler::Dependency#initialize
  0.00      0.000     0.000     0.000     0.000      579   Fixnum#>
  0.00      0.000     0.000     0.000     0.000      169   URI::Generic#split_userinfo
  0.00      0.001     0.000     0.000     0.000       31   BinData::BaseArgProcessor#separate_args
  0.00      0.000     0.000     0.000     0.000      110   String#upcase
  0.00      0.041     0.000     0.000     0.041       82   Bundler::LazySpecification#__materialize__
  0.00      0.000     0.000     0.000     0.000      100   Symbol#inspect
  0.00      0.004     0.000     0.000     0.004       37   <Class::BinData::BasePrimitive>#inherited
  0.00      0.016     0.000     0.000     0.016       20   BinData::IntFactory#const_missing
  0.00      0.000     0.000     0.000     0.000      200   Gem::Specification#dependencies
  0.00      0.001     0.000     0.000     0.000      163   URI::Generic#set_user
  0.00      0.000     0.000     0.000     0.000       87   Bundler::SourceList#rubygems_sources
  0.00      0.004     0.000     0.000     0.004       64   Forwardable#def_instance_delegators
  0.00      0.005     0.000     0.000     0.005       45   Module#mattr_reader
  0.00      0.001     0.000     0.000     0.000      196   <Class::Gem::Platform>#match
  0.00      0.000     0.000     0.000     0.000      163   URI::Generic#password=
  0.00      0.013     0.000     0.000     0.013      329  *Bundler::SpecSet#tsort_each_child
  0.00      0.000     0.000     0.000     0.000      370   Kernel#instance_of?
  0.00      0.000     0.000     0.000     0.000      163   Array#length
  0.00      0.003     0.000     0.000     0.002       39   <Module::Pio::OpenFlow>#alias_open_flow_class
  0.00      0.000     0.000     0.000     0.000       36   Kernel#freeze
  0.00      0.000     0.000     0.000     0.000      188   Array#<=>
  0.00      0.001     0.000     0.000     0.001      163   URI::Generic#user=
  0.00      0.014     0.000     0.000     0.014      154   Bundler::DepProxy#==
  0.00      0.002     0.000     0.000     0.002       45   GLI::CommandLineToken#parse_names
  0.00      0.001     0.000     0.000     0.001      109   Set#do_with_enum
  0.00      0.000     0.000     0.000     0.000       38   <Class::File>#join
  0.00      0.000     0.000     0.000     0.000       82   Bundler::LazySpecification#initialize
  0.00      0.000     0.000     0.000     0.000       88   BinData::SanitizedParameters#warn_replacement_parameter
  0.00      0.002     0.000     0.000     0.001       39   <Class::Pio::OpenFlow13::Match::OpenFlowBasicValue>#inherited
  0.00      0.000     0.000     0.000     0.000      134   Hash#merge!
  0.00      0.039     0.000     0.000     0.039       13   BinData::DSLMixin::DSLFieldParser#params_from_block
  0.00      0.004     0.000     0.000     0.004        8   Pio::OpenFlow::Flags#_define_flags
  0.00      0.001     0.000     0.000     0.001      170   URI::Generic#component_ary
  0.00      0.002     0.000     0.000     0.002       49   Bundler::Settings#key_for
  0.00      0.000     0.000     0.000     0.000      176   Array#*
  0.00      0.002     0.000     0.000     0.002      106   Enumerable#to_set
  0.00      0.000     0.000     0.000     0.000      218   Kernel#Array
  0.00      0.000     0.000     0.000     0.000      349   Array#[]
  0.00      0.001     0.000     0.000     0.001      109   Enumerable#each_entry
  0.00      0.000     0.000     0.000     0.000        5   File#initialize
  0.00      0.001     0.000     0.000     0.001       39   Module#qualified_const_set
  0.00      0.000     0.000     0.000     0.000       89   Gem::BasicSpecification#full_require_paths
  0.00      0.002     0.000     0.000     0.001      166   URI::Generic#hash
  0.00      0.001     0.000     0.000     0.001       88   BinData::SanitizedParameters#must_be_integer
  0.00      0.000     0.000     0.000     0.000       99   <Class::Gem::Version>#create
  0.00      0.001     0.000     0.000     0.001       60   BinData::Base#new
  0.00      0.000     0.000     0.000     0.000      163   URI::Generic#check_password
  0.00      0.003     0.000     0.000     0.003       24   GLI::DSL#flag
  0.00      0.000     0.000     0.000     0.000      102   Bundler::Index#specs_by_name
  0.00      0.000     0.000     0.000     0.000      163   URI::Generic#check_user
  0.00      0.000     0.000     0.000     0.000       73   Array#unshift
  0.00      0.000     0.000     0.000     0.000       27   Range#each
  0.00      0.000     0.000     0.000     0.000      164   Bundler::Source#can_lock?
  0.00      0.000     0.000     0.000     0.000       84   Array#reject!
  0.00      0.000     0.000     0.000     0.000       94   <Class::Bundler::StubSpecification>#from_stub
  0.00      0.001     0.000     0.000     0.001       80   Bundler::Source::Rubygems#to_s
  0.00      0.000     0.000     0.000     0.000      243   String#[]
  0.00      0.000     0.000     0.000     0.000        2   IO#read
  0.00      0.000     0.000     0.000     0.000      231   Fixnum#+
  0.00      0.000     0.000     0.000     0.000       83   Bundler::RubygemsIntegration#mark_loaded
  0.00      0.000     0.000     0.000     0.000       99   <Object::Object>#[]
  0.00      0.000     0.000     0.000     0.000      171  *Array#==
  0.00      0.002     0.000     0.000     0.002        9   <Module::BinData::Int>#define_methods
  0.00      0.000     0.000     0.000     0.000       68   <Module::BinData::BitField>#create_nbits_code
  0.00      0.000     0.000     0.000     0.000       94   Bundler::RemoteSpecification#initialize
